상품명,수량,상품금액,날짜,시간,판매자,
mushrom,1,3200,2022-12-1,18:41,mymelo,
plant,2,300,2025-1-30,15:14,anohana,
mushrom,5,3200,2024-8-2,09:57,legend,
jelly,2,400,2025-12-20,16:04,anohana,
sord,4,4000,2025-8-24,16:37,legend,
dinner,10,500,2020-8-26,14:01,legend,
gollem,2,3000,2020-12-3,02:50,legend,
party table,1,1000,2025-6-6,19:49,legend,
history,6,5000,2022-12-12,01:57,anohana,
gollem's sweat,5,1500,2025-9-22,21:22,legend,
plant,3,300,2025-1-25,09:38,anohana,
mushrom,5,3200,2025-8-23,05:19,anohana,
mushrom,10,3200,2020-12-7,23:11,legend,
mushrom,3,3200,2022-12-9,14:47,anohana,
mushrom,6,3200,2020-12-26,03:50,anohana,
mushrom,8,3200,2025-12-21,05:58,anohana,
dinner,2,500,2025-12-13,07:23,kuromi,
mushrom,4,3200,2024-1-28,16:23,anohana,
mushrom,4,3200,2020-1-29,00:16,anohana,
mushrom,3,3200,2024-1-7,06:13,anohana,
mushrom,7,3200,2025-11-2,18:06,mymelo,
plant,2,300,2024-1-12,20:39,kuromi,
plant,3,300,2020-10-14,16:12,kuromi,
party table,3,1000,2020-6-2,23:38,legend,
mushrom,7,3200,2025-1-23,06:16,legend,
mushrom,6,3200,2024-12-28,09:40,legend,
mushrom,1,3200,2025-11-2,15:37,anohana,
mushrom,8,3200,2020-12-28,03:47,admin,
gollem,6,3000,2025-1-22,03:50,legend,
jelly,2,400,2025-8-2,17:51,mymelo,
courage,9,3000,2022-1-12,05:25,legend,
mushrom,3,3200,2025-10-2,09:30,legend,
sord,8,4000,2025-12-14,18:54,legend,
plant,10,300,2023-1-22,08:38,anohana,
mushrom,5,3200,2024-4-12,09:13,anohana,
mushrom,10,3200,2024-1-12,23:41,legend,
mushrom,10,3200,2024-12-2,20:57,mymelo,
jelly,6,400,2025-12-12,06:19,kuromi,
plant,2,300,2020-8-12,16:08,legend,
mushrom,5,3200,2020-1-31,16:43,legend,
mushrom,9,3200,2022-1-19,10:29,anohana,
jelly,3,400,2022-6-25,14:36,kuromi,
plant,1,300,2025-1-27,10:26,legend,
sord,1,4000,2024-5-19,19:46,legend,
jelly,9,400,2024-4-12,08:41,legend,
dinner,5,500,2023-12-4,21:00,legend,
courage,2,3000,2025-1-12,22:24,kuromi,
mushrom,4,3200,2023-12-2,00:18,legend,
party table,10,1000,2022-6-6,13:35,legend,
gollem,6,3000,2020-1-10,14:32,mymelo,
mushrom,7,3200,2020-1-2,06:53,mymelo,
mushrom,7,3200,2023-1-28,19:36,legend,
water,5,480,2025-12-12,09:25,anohana,
courage,8,3000,2020-5-17,11:13,anohana,
water,7,480,2020-1-28,21:30,mymelo,
mushrom,3,3200,2021-9-13,15:02,legend,
plant,8,300,2023-1-12,04:02,anohana,
party table,8,1000,2022-6-10,02:40,kuromi,
gollem's sweat,1,1500,2025-1-8,02:20,admin,
plant,8,300,2025-10-26,17:35,legend,
plant,4,300,2023-2-25,05:04,anohana,
gollem,4,3000,2020-1-8,23:22,legend,
mushrom,6,3200,2025-1-10,05:05,legend,
sord,8,4000,2023-1-10,22:53,anohana,
jelly,7,400,2025-1-12,06:01,legend,
mushrom,2,3200,2025-1-12,17:15,anohana,
jelly,5,400,2025-1-12,03:39,mymelo,
party table,1,1000,2022-5-18,22:23,legend,
party table,8,1000,2022-5-8,23:44,anohana,
jelly,6,400,2025-1-4,11:11,kuromi,
gollem's sweat,1,1500,2024-1-10,10:05,anohana,
mushrom,3,3200,2025-1-22,19:55,legend,
mushrom,5,3200,2021-1-14,09:40,legend,
party table,9,1000,2021-5-2,03:31,legend,
jelly,8,400,2025-1-18,17:49,legend,
jelly,9,400,2025-10-10,04:26,legend,
mushrom,10,3200,2024-1-13,10:10,mymelo,
mushrom,2,3200,2024-1-30,23:06,anohana,
party table,10,1000,2020-5-11,03:51,anohana,
mushrom,5,3200,2022-1-17,03:37,legend,
jelly,7,400,2021-1-16,22:00,anohana,
plant,7,300,2024-9-12,18:08,anohana,
mushrom,6,3200,2020-1-12,14:07,anohana,
gollem's sweat,7,1500,2020-1-1,16:59,legend,
dinner,8,500,2020-3-28,07:59,legend,
mushrom,6,3200,2025-4-29,04:45,legend,
mushrom,7,3200,2025-12-25,00:42,mymelo,
mushrom,6,3200,2022-1-4,19:25,mymelo,
party table,5,1000,2020-6-13,07:55,legend,
party table,10,1000,2025-6-24,06:16,legend,
mushrom,2,3200,2025-1-28,01:03,legend,
party table,1,1000,2022-5-17,20:08,mymelo,
mushrom,3,3200,2020-1-7,01:24,anohana,
mushrom,8,3200,2025-1-10,06:14,legend,
mushrom,7,3200,2023-12-2,23:54,legend,
mushrom,2,3200,2025-12-11,20:01,anohana,
mushrom,1,3200,2020-1-2,23:18,legend,
jelly,4,400,2020-5-12,22:16,anohana,
plant,3,300,2025-12-21,11:12,anohana,
plant,7,300,2025-1-16,17:18,anohana,
mushrom,7,3200,2020-1-10,08:03,mymelo,
mushrom,4,3200,2022-11-12,10:19,mymelo,
gollem,10,3000,2020-1-2,11:12,legend,
courage,5,3000,2023-1-12,05:05,kuromi,
mushrom,5,3200,2023-9-20,05:50,kuromi,
sord,7,4000,2024-1-6,08:58,kuromi,
dinner,4,500,2020-12-12,03:48,legend,
mushrom,6,3200,2023-1-6,21:20,anohana,
gollem's sweat,10,1500,2025-1-8,03:09,legend,
sord,9,4000,2023-1-23,06:50,legend,
plant,5,300,2025-7-12,11:31,anohana,
water,4,480,2023-3-22,18:40,anohana,
plant,5,300,2020-10-12,03:41,legend,
mushrom,1,3200,2025-1-20,02:25,legend,
jelly,8,400,2025-1-17,20:05,anohana,
mushrom,8,3200,2020-12-16,10:43,legend,
mushrom,10,3200,2024-1-26,04:51,legend,
sord,1,4000,2020-11-27,08:10,kuromi,
sord,9,4000,2024-12-29,14:29,mymelo,
dinner,1,500,2024-5-19,22:06,legend,
mushrom,8,3200,2025-12-12,19:45,mymelo,
gollem,9,3000,2025-6-22,15:02,anohana,
dinner,1,500,2025-1-12,23:42,mymelo,
mushrom,2,3200,2020-12-26,09:36,legend,
mushrom,1,3200,2025-12-23,05:29,anohana,
mushrom,5,3200,2022-1-16,14:12,legend,
gollem's sweat,8,1500,2023-1-22,06:03,legend,
gollem's sweat,9,1500,2022-1-13,01:43,legend,
mushrom,9,3200,2020-2-18,23:38,anohana,
mushrom,9,3200,2025-12-19,19:12,anohana,
mushrom,7,3200,2025-12-5,20:48,legend,
courage,4,3000,2025-12-18,11:47,legend,
mushrom,10,3200,2024-8-2,08:53,legend,
sord,5,4000,2022-12-29,15:47,legend,
gollem,9,3000,2020-4-24,03:31,legend,
mushrom,1,3200,2024-2-8,00:55,legend,
mushrom,1,3200,2022-1-8,15:10,legend,
mushrom,8,3200,2023-1-7,07:07,anohana,
mushrom,9,3200,2022-12-20,06:13,legend,
party table,1,1000,2025-5-15,22:21,legend,
mushrom,8,3200,2022-1-1,01:11,legend,
mushrom,8,3200,2024-11-25,12:19,anohana,
mushrom,1,3200,2020-1-10,19:10,mymelo,
jelly,3,400,2025-1-4,23:35,legend,
mushrom,9,3200,2020-8-17,03:56,legend,
plant,6,300,2025-12-8,11:14,legend,
mushrom,1,3200,2021-12-2,06:49,anohana,
sord,4,4000,2025-1-11,07:39,mymelo,
sord,1,4000,2025-5-8,20:32,legend,
mushrom,3,3200,2025-12-25,00:57,legend,
gollem's sweat,8,1500,2025-12-23,17:36,legend,
mushrom,5,3200,2024-3-21,05:08,legend,
gollem,5,3000,2025-7-22,03:45,admin,
jelly,8,400,2025-12-14,19:25,legend,
party table,7,1000,2025-7-12,08:25,mymelo,
mushrom,1,3200,2024-12-11,01:43,legend,
plant,7,300,2020-1-15,23:44,legend,
water,9,480,2025-1-12,18:47,kuromi,
mushrom,1,3200,2025-4-16,14:46,anohana,
mushrom,9,3200,2024-1-20,23:54,legend,
mushrom,8,3200,2024-12-12,21:53,legend,
party table,6,1000,2024-6-12,01:57,mymelo,
mushrom,5,3200,2025-1-12,13:30,legend,
history,10,5000,2022-11-12,14:46,legend,
mushrom,7,3200,2023-12-9,03:08,mymelo,
gollem's sweat,5,1500,2024-1-15,04:52,admin,
jelly,3,400,2020-1-26,05:05,anohana,
mushrom,5,3200,2025-12-28,04:23,legend,
water,4,480,2021-1-12,23:49,legend,
mushrom,4,3200,2024-1-2,15:03,anohana,
history,7,5000,2022-1-2,20:17,mymelo,
mushrom,8,3200,2025-3-12,05:04,legend,
sord,9,4000,2025-1-12,05:39,mymelo,
mushrom,2,3200,2020-1-10,01:04,legend,
sord,2,4000,2020-1-20,11:07,legend,
history,7,5000,2024-7-11,20:32,anohana,
party table,10,1000,2025-6-12,12:01,mymelo,
history,8,5000,2020-12-14,23:29,legend,
party table,1,1000,2025-5-2,05:03,legend,
plant,4,300,2021-11-15,00:30,legend,
gollem's sweat,3,1500,2023-1-27,14:36,legend,
sord,1,4000,2025-1-2,12:14,legend,
party table,3,1000,2025-5-8,22:52,mymelo,
party table,3,1000,2025-6-4,04:36,kuromi,
mushrom,9,3200,2020-12-11,10:38,kuromi,
history,1,5000,2024-1-7,03:27,mymelo,
sord,3,4000,2021-1-12,16:12,legend,
plant,6,300,2024-1-15,09:02,legend,
mushrom,10,3200,2025-1-12,13:33,legend,
water,1,480,2025-11-26,00:46,admin,
plant,10,300,2024-7-2,12:42,legend,
mushrom,7,3200,2023-12-20,03:10,mymelo,
mushrom,1,3200,2024-12-2,14:26,legend,
mushrom,9,3200,2021-12-12,01:33,admin,
water,4,480,2020-12-12,02:19,legend,
sord,6,4000,2025-2-11,16:03,mymelo,
mushrom,2,3200,2025-12-2,10:04,kuromi,
party table,1,1000,2023-5-7,17:39,mymelo,
party table,4,1000,2024-7-1,23:00,legend,
plant,8,300,2025-1-2,05:10,mymelo,
water,8,480,2020-6-4,13:29,legend,
plant,7,300,2023-12-12,13:17,legend,
courage,5,3000,2020-1-2,02:49,legend,
party table,1,1000,2024-7-12,10:01,anohana,
party table,7,1000,2025-5-25,04:45,legend,
gollem,4,3000,2022-1-12,07:36,anohana,
gollem,8,3000,2025-4-15,21:00,legend,
mushrom,6,3200,2025-12-12,05:29,anohana,
dinner,1,500,2025-12-17,16:06,legend,
plant,1,300,2024-9-13,14:18,legend,
mushrom,1,3200,2025-4-12,13:19,kuromi,
mushrom,8,3200,2025-1-17,19:42,legend,
mushrom,5,3200,2025-1-1,04:01,legend,
dinner,9,500,2025-1-26,15:47,admin,
jelly,9,400,2025-2-18,23:09,legend,
mushrom,5,3200,2022-11-19,10:19,legend,
mushrom,2,3200,2025-12-31,04:58,anohana,
mushrom,5,3200,2025-12-12,04:42,kuromi,
history,9,5000,2025-5-12,14:40,legend,
mushrom,6,3200,2023-12-2,22:01,kuromi,
mushrom,5,3200,2020-1-10,01:56,anohana,
gollem's sweat,1,1500,2020-1-24,07:21,legend,
gollem's sweat,5,1500,2021-9-2,00:42,admin,
plant,9,300,2024-1-8,12:02,admin,
gollem's sweat,2,1500,2020-1-12,13:45,kuromi,
mushrom,6,3200,2025-9-12,12:53,mymelo,
plant,2,300,2024-1-22,07:23,legend,
mushrom,2,3200,2022-2-20,03:51,kuromi,
mushrom,7,3200,2024-1-25,20:51,kuromi,
mushrom,4,3200,2024-11-12,05:56,kuromi,
mushrom,3,3200,2024-11-20,01:08,legend,
history,1,5000,2025-12-12,22:11,legend,
dinner,5,500,2020-4-9,00:30,anohana,
dinner,7,500,2025-12-24,05:04,mymelo,
gollem,9,3000,2025-10-26,15:06,anohana,
mushrom,8,3200,2020-3-12,16:57,anohana,
mushrom,7,3200,2024-12-15,18:37,kuromi,
mushrom,6,3200,2023-1-24,22:06,legend,
mushrom,8,3200,2025-1-26,13:39,legend,
courage,8,3000,2022-1-13,07:31,anohana,
gollem's sweat,1,1500,2021-7-9,20:10,anohana,
mushrom,4,3200,2025-11-30,01:11,kuromi,
mushrom,6,3200,2025-12-24,10:27,legend,
mushrom,8,3200,2025-1-30,02:32,mymelo,
party table,2,1000,2021-7-2,13:32,legend,
mushrom,7,3200,2025-1-12,03:34,legend,
sord,6,4000,2025-12-12,05:16,mymelo,
mushrom,10,3200,2025-1-11,22:34,anohana,
mushrom,5,3200,2020-12-12,17:14,anohana,
jelly,1,400,2024-12-15,07:17,anohana,
party table,6,1000,2024-7-15,16:11,mymelo,
mushrom,4,3200,2025-12-13,11:26,anohana,
mushrom,5,3200,2022-1-9,12:16,mymelo,
jelly,3,400,2022-1-30,07:47,kuromi,
mushrom,8,3200,2025-12-19,18:11,legend,
mushrom,5,3200,2025-11-26,02:59,anohana,
water,1,480,2020-1-17,01:01,legend,
mushrom,3,3200,2022-1-29,13:07,mymelo,
plant,7,300,2020-1-6,17:20,legend,
mushrom,7,3200,2022-11-25,00:44,mymelo,
mushrom,1,3200,2020-1-15,15:02,mymelo,
party table,8,1000,2020-5-12,19:37,legend,
party table,8,1000,2022-7-30,15:35,mymelo,
gollem,4,3000,2024-11-28,19:56,legend,
mushrom,6,3200,2024-12-20,19:35,legend,
party table,10,1000,2020-6-2,19:57,mymelo,
courage,5,3000,2025-11-12,19:12,anohana,
courage,3,3000,2020-1-6,22:16,legend,
mushrom,10,3200,2023-1-11,01:56,legend,
mushrom,5,3200,2023-1-25,18:21,anohana,
gollem,4,3000,2025-1-31,00:53,admin,
mushrom,2,3200,2023-1-9,06:16,anohana,
mushrom,7,3200,2023-1-30,16:21,legend,
plant,6,300,2022-6-28,06:00,anohana,
party table,5,1000,2025-3-5,13:06,mymelo,
history,1,5000,2025-1-16,19:47,legend,
mushrom,9,3200,2025-12-16,15:06,mymelo,
gollem,10,3000,2025-6-6,04:19,kuromi,
party table,4,1000,2024-5-19,12:52,legend,
mushrom,3,3200,2025-1-1,09:26,mymelo,
mushrom,1,3200,2020-1-20,09:22,legend,
history,4,5000,2020-6-11,20:06,admin,
party table,8,1000,2020-2-13,22:01,legend,
mushrom,10,3200,2023-1-4,01:40,anohana,
party table,6,1000,2022-6-12,05:08,anohana,
history,6,5000,2025-12-1,16:25,legend,
mushrom,8,3200,2022-3-23,07:06,kuromi,
mushrom,3,3200,2025-11-24,06:10,mymelo,
mushrom,6,3200,2020-1-12,13:38,anohana,
courage,8,3000,2024-1-24,05:59,anohana,
gollem,2,3000,2025-12-28,15:36,kuromi,
jelly,8,400,2022-12-5,02:33,anohana,
history,2,5000,2025-9-28,01:12,legend,
gollem,1,3000,2022-4-12,15:04,legend,
plant,5,300,2024-1-28,13:47,legend,
party table,7,1000,2022-5-2,08:58,legend,
party table,9,1000,2025-6-8,12:48,legend,
plant,2,300,2024-5-16,12:35,legend,
party table,4,1000,2023-10-12,13:32,legend,
courage,10,3000,2025-11-9,18:28,anohana,
mushrom,3,3200,2022-12-2,22:24,legend,
mushrom,7,3200,2025-1-3,11:48,legend,
mushrom,10,3200,2020-12-12,18:58,legend,
mushrom,2,3200,2024-11-6,02:25,legend,
mushrom,2,3200,2020-1-12,09:12,anohana,
mushrom,2,3200,2025-11-2,00:08,legend,
mushrom,4,3200,2020-1-2,13:22,legend,
party table,6,1000,2025-5-8,03:26,anohana,
dinner,7,500,2025-1-1,03:22,kuromi,
mushrom,2,3200,2023-2-7,11:03,admin,
gollem,7,3000,2020-5-12,18:32,legend,
mushrom,2,3200,2024-1-30,03:31,admin,
jelly,8,400,2025-6-21,21:00,anohana,
mushrom,7,3200,2024-1-3,06:07,kuromi,
jelly,9,400,2025-6-8,00:37,kuromi,
dinner,7,500,2023-6-18,10:58,mymelo,
water,3,480,2020-1-30,09:41,kuromi,
mushrom,5,3200,2020-12-22,13:04,anohana,
gollem,8,3000,2022-11-13,12:12,kuromi,
mushrom,1,3200,2022-10-6,23:52,mymelo,
mushrom,6,3200,2025-12-12,10:56,kuromi,
courage,1,3000,2025-12-30,14:53,legend,
mushrom,2,3200,2021-12-2,18:54,legend,
sord,7,4000,2024-1-19,14:33,admin,
dinner,10,500,2022-10-9,00:22,legend,
mushrom,10,3200,2020-1-18,15:43,legend,
mushrom,10,3200,2023-1-2,10:24,legend,
water,5,480,2020-1-19,12:46,mymelo,
mushrom,1,3200,2025-9-1,16:35,mymelo,
gollem,1,3000,2023-11-2,12:11,legend,
jelly,9,400,2020-12-2,16:05,mymelo,
mushrom,4,3200,2024-1-27,00:16,anohana,
dinner,8,500,2023-5-1,04:39,mymelo,
mushrom,8,3200,2025-12-24,06:13,legend,
jelly,4,400,2024-12-19,09:33,legend,
mushrom,8,3200,2025-12-28,20:49,admin,
mushrom,7,3200,2025-12-16,07:10,anohana,
mushrom,8,3200,2023-1-12,07:06,mymelo,
mushrom,9,3200,2024-1-3,19:18,mymelo,
plant,6,300,2023-1-2,19:49,legend,
mushrom,5,3200,2025-10-9,02:08,legend,
jelly,6,400,2020-1-2,07:49,legend,
mushrom,1,3200,2025-11-12,12:51,anohana,
sord,9,4000,2025-11-12,20:43,legend,
sord,10,4000,2025-6-12,11:32,legend,
mushrom,1,3200,2025-1-22,23:29,legend,
water,9,480,2020-11-24,17:45,kuromi,
sord,1,4000,2024-1-30,08:45,legend,
water,6,480,2024-1-2,21:30,anohana,
mushrom,9,3200,2021-1-15,21:15,kuromi,
jelly,6,400,2020-1-27,18:48,legend,
gollem's sweat,9,1500,2022-2-2,15:38,legend,
courage,5,3000,2025-1-25,10:48,legend,
history,1,5000,2025-1-10,22:24,legend,
mushrom,8,3200,2020-1-30,00:16,mymelo,
mushrom,4,3200,2020-12-2,06:50,legend,
history,1,5000,2022-1-12,22:22,legend,
mushrom,1,3200,2023-8-30,15:04,kuromi,
mushrom,1,3200,2020-12-13,14:23,legend,
mushrom,5,3200,2024-11-13,09:19,legend,
mushrom,4,3200,2025-1-24,11:46,legend,
dinner,4,500,2024-12-6,07:29,legend,
water,1,480,2025-11-2,22:34,legend,
dinner,3,500,2025-4-9,09:40,anohana,
mushrom,6,3200,2025-1-5,18:11,legend,
dinner,7,500,2025-1-21,20:45,kuromi,
mushrom,1,3200,2025-12-22,00:15,legend,
water,7,480,2020-1-11,11:35,mymelo,
dinner,2,500,2023-6-12,08:29,anohana,
mushrom,9,3200,2020-12-19,03:47,legend,
jelly,1,400,2025-12-2,09:46,admin,
mushrom,3,3200,2024-1-11,06:25,anohana,
mushrom,5,3200,2025-12-27,12:19,kuromi,
mushrom,3,3200,2025-1-24,09:30,admin,
jelly,6,400,2024-1-12,18:32,kuromi,
courage,7,3000,2024-1-1,02:09,legend,
mushrom,9,3200,2023-12-18,00:18,legend,
dinner,4,500,2020-1-12,21:02,legend,
jelly,8,400,2025-1-12,11:57,admin,
mushrom,3,3200,2025-12-22,07:12,kuromi,
jelly,4,400,2020-12-2,21:29,admin,
mushrom,9,3200,2020-1-11,18:18,legend,
mushrom,4,3200,2024-1-23,01:36,legend,
sord,9,4000,2020-1-21,10:01,legend,
mushrom,1,3200,2025-12-11,12:41,admin,
water,10,480,2022-1-29,15:22,anohana,
mushrom,3,3200,2024-12-19,06:08,anohana,
gollem's sweat,8,1500,2025-5-10,17:42,kuromi,
mushrom,6,3200,2024-1-7,20:25,kuromi,
mushrom,7,3200,2025-1-21,21:14,legend,
sord,1,4000,2025-1-14,14:30,anohana,
mushrom,5,3200,2024-1-20,03:50,anohana,
mushrom,2,3200,2024-11-1,16:18,mymelo,
dinner,5,500,2020-1-12,06:03,anohana,
plant,8,300,2025-12-12,15:10,legend,
mushrom,10,3200,2025-12-28,12:02,mymelo,
dinner,4,500,2025-12-1,00:41,kuromi,
party table,6,1000,2022-6-12,11:24,admin,
sord,2,4000,2024-1-17,16:55,legend,
history,6,5000,2020-2-15,22:21,mymelo,
jelly,5,400,2020-12-12,02:38,anohana,
history,8,5000,2025-3-13,09:32,legend,
party table,4,1000,2020-5-5,11:33,legend,
gollem's sweat,1,1500,2024-12-14,03:52,admin,
jelly,5,400,2024-1-29,09:41,legend,
plant,6,300,2020-12-26,06:17,anohana,
plant,6,300,2025-1-5,23:41,kuromi,
gollem's sweat,6,1500,2025-1-9,13:23,legend,
mushrom,5,3200,2023-3-21,23:37,anohana,
mushrom,2,3200,2025-12-12,05:40,anohana,
gollem,6,3000,2024-1-2,09:44,legend,
plant,6,300,2025-2-9,15:09,legend,
party table,10,1000,2025-7-5,04:59,kuromi,
sord,3,4000,2022-1-2,01:58,legend,
mushrom,9,3200,2020-1-25,06:10,legend,
mushrom,5,3200,2020-1-12,02:06,mymelo,
mushrom,8,3200,2025-12-19,00:26,anohana,
mushrom,5,3200,2020-11-26,03:16,legend,
gollem,3,3000,2025-11-12,17:51,anohana,
mushrom,9,3200,2020-10-21,00:05,anohana,
mushrom,9,3200,2025-1-10,02:20,mymelo,
mushrom,10,3200,2024-12-27,21:40,legend,
mushrom,8,3200,2025-12-14,02:13,legend,
courage,1,3000,2024-12-20,04:22,anohana,
jelly,9,400,2025-4-2,13:46,legend,
history,8,5000,2020-1-12,00:42,anohana,
mushrom,3,3200,2022-1-27,14:44,admin,
sord,9,4000,2023-7-9,10:45,anohana,
party table,2,1000,2023-2-22,10:01,legend,
courage,5,3000,2025-12-3,10:11,legend,
history,6,5000,2023-2-16,00:56,kuromi,
mushrom,1,3200,2025-12-9,16:58,legend,
party table,10,1000,2025-5-12,20:47,legend,
mushrom,6,3200,2025-12-29,08:18,mymelo,
party table,2,1000,2025-6-16,14:54,admin,
mushrom,9,3200,2020-12-15,17:10,legend,
mushrom,4,3200,2024-1-13,21:01,anohana,
history,6,5000,2020-12-2,23:20,mymelo,
jelly,10,400,2020-1-30,04:33,anohana,
courage,3,3000,2023-7-12,08:50,anohana,
dinner,4,500,2025-1-2,07:07,admin,
dinner,4,500,2025-1-24,08:17,legend,
mushrom,1,3200,2020-1-2,17:32,legend,
mushrom,1,3200,2020-1-14,16:03,kuromi,
mushrom,7,3200,2025-12-12,20:49,legend,
gollem,8,3000,2020-6-6,16:03,legend,
mushrom,1,3200,2025-11-12,14:00,mymelo,
mushrom,9,3200,2024-1-12,07:33,kuromi,
water,8,480,2024-12-28,03:36,mymelo,
jelly,6,400,2020-11-2,11:42,anohana,
mushrom,7,3200,2025-9-2,05:49,anohana,
party table,1,1000,2022-6-11,22:36,kuromi,
mushrom,7,3200,2022-12-3,18:56,legend,
gollem's sweat,7,1500,2020-1-5,11:53,legend,
mushrom,3,3200,2025-1-2,18:14,legend,
mushrom,10,3200,2020-1-12,14:38,legend,
gollem,10,3000,2025-1-24,11:32,legend,
mushrom,7,3200,2022-1-2,18:25,legend,
mushrom,7,3200,2022-12-12,00:44,mymelo,
gollem's sweat,1,1500,2020-1-22,19:35,legend,
mushrom,10,3200,2022-3-12,13:57,anohana,
history,5,5000,2025-1-30,12:56,anohana,
plant,3,300,2025-6-22,22:27,legend,
history,6,5000,2020-8-2,06:15,legend,
mushrom,5,3200,2024-12-12,07:21,admin,
mushrom,6,3200,2023-12-3,09:08,kuromi,
dinner,7,500,2020-1-18,15:45,kuromi,
jelly,10,400,2020-12-29,15:11,legend,
gollem's sweat,9,1500,2025-4-12,00:44,anohana,
plant,5,300,2025-1-7,15:56,anohana,
mushrom,10,3200,2023-12-13,20:33,legend,
history,6,5000,2022-1-25,16:26,legend,
courage,5,3000,2020-1-10,23:34,anohana,
mushrom,4,3200,2025-1-12,14:42,legend,
plant,7,300,2025-12-2,02:58,legend,
history,2,5000,2020-10-12,22:54,mymelo,
jelly,4,400,2022-9-21,20:50,admin,
mushrom,4,3200,2022-12-9,00:37,legend,
party table,10,1000,2024-7-11,07:34,mymelo,
plant,5,300,2025-12-22,17:48,anohana,
mushrom,3,3200,2022-1-7,02:02,legend,
dinner,5,500,2024-5-6,04:41,legend,
history,6,5000,2020-1-11,21:20,mymelo,
mushrom,5,3200,2024-12-12,02:47,kuromi,
mushrom,7,3200,2020-12-30,05:46,legend,
dinner,8,500,2020-12-2,19:34,anohana,
plant,8,300,2020-4-11,07:34,legend,
jelly,2,400,2024-6-7,08:06,legend,
mushrom,10,3200,2022-12-22,04:20,anohana,
mushrom,5,3200,2024-12-26,20:40,kuromi,
water,9,480,2020-6-7,22:56,anohana,
dinner,3,500,2023-2-18,15:18,kuromi,
mushrom,7,3200,2025-12-9,08:44,anohana,
plant,4,300,2020-11-8,06:25,legend,
gollem,8,3000,2023-6-17,01:18,legend,
dinner,6,500,2024-2-17,17:53,legend,
gollem,6,3000,2025-2-18,23:14,admin,
gollem,3,3000,2022-11-12,12:41,admin,
gollem,1,3000,2024-1-8,23:17,mymelo,
plant,3,300,2024-12-16,10:06,legend,
mushrom,7,3200,2020-1-7,14:48,anohana,
mushrom,6,3200,2025-1-29,19:31,kuromi,
mushrom,9,3200,2025-11-2,03:53,mymelo,
courage,3,3000,2025-1-21,14:17,legend,
gollem's sweat,6,1500,2024-8-19,20:11,anohana,
water,9,480,2024-12-2,10:04,mymelo,
jelly,3,400,2025-1-12,12:48,legend,
party table,5,1000,2020-6-21,20:05,legend,
history,7,5000,2025-12-10,19:46,kuromi,
courage,8,3000,2025-2-16,09:17,anohana,
gollem's sweat,7,1500,2025-12-31,20:27,legend,
gollem,6,3000,2025-8-12,12:28,legend,
plant,7,300,2024-3-22,17:34,kuromi,
dinner,2,500,2025-1-30,23:13,legend,
mushrom,8,3200,2020-1-2,15:33,legend,
mushrom,9,3200,2020-11-12,22:05,legend,
party table,10,1000,2025-6-4,13:30,legend,
gollem,1,3000,2020-11-18,11:54,legend,
courage,4,3000,2025-8-18,13:43,legend,
gollem's sweat,9,1500,2020-1-9,15:11,legend,
history,6,5000,2023-12-14,06:29,legend,
mushrom,10,3200,2025-8-17,22:53,anohana,
mushrom,6,3200,2025-1-18,11:39,kuromi,
courage,10,3000,2020-1-17,07:57,mymelo,
sord,4,4000,2020-6-2,19:16,anohana,
courage,4,3000,2025-1-25,07:39,anohana,
mushrom,8,3200,2020-12-12,22:40,legend,
courage,6,3000,2024-1-1,11:42,kuromi,
mushrom,10,3200,2025-1-22,09:01,legend,
gollem,3,3000,2025-11-14,17:04,mymelo,
mushrom,10,3200,2024-8-12,02:34,legend,
mushrom,10,3200,2022-1-7,20:06,legend,
mushrom,1,3200,2024-1-26,02:25,mymelo,
sord,5,4000,2024-1-18,03:54,legend,
sord,1,4000,2022-1-27,03:32,mymelo,
mushrom,6,3200,2025-1-28,23:44,legend,
history,6,5000,2020-6-25,23:33,legend,
mushrom,5,3200,2020-12-8,15:49,legend,
mushrom,3,3200,2025-1-27,20:45,legend,
mushrom,3,3200,2020-1-22,03:26,anohana,
mushrom,7,3200,2025-12-14,03:12,legend,
water,4,480,2025-12-9,12:21,admin,
mushrom,3,3200,2022-12-12,14:08,anohana,
mushrom,9,3200,2020-1-21,01:29,legend,
mushrom,7,3200,2024-1-15,13:07,legend,
sord,1,4000,2025-12-9,06:29,legend,
mushrom,8,3200,2025-9-12,21:12,anohana,
dinner,10,500,2024-1-12,04:40,admin,
history,5,5000,2025-6-17,13:09,admin,
sord,6,4000,2025-12-10,15:30,legend,
gollem,2,3000,2025-9-19,18:42,legend,
gollem's sweat,1,1500,2025-6-28,04:18,legend,
courage,1,3000,2024-12-2,07:35,legend,
courage,7,3000,2024-8-7,12:55,admin,
sord,6,4000,2023-2-20,11:19,anohana,
dinner,9,500,2025-12-12,08:29,anohana,
courage,10,3000,2024-12-12,17:44,mymelo,
mushrom,7,3200,2022-1-16,18:57,kuromi,
jelly,7,400,2020-7-12,18:44,legend,
plant,4,300,2020-3-30,02:29,anohana,
party table,6,1000,2025-3-9,03:36,legend,
mushrom,8,3200,2025-1-31,21:34,legend,
gollem's sweat,5,1500,2022-12-12,14:01,legend,
mushrom,4,3200,2025-11-13,00:45,legend,
jelly,10,400,2022-1-11,11:24,mymelo,
gollem,5,3000,2020-11-11,19:18,mymelo,
